pair_id	han_sentence	viet_sentence
pair_2670		Năm Tự Đức thứ 11, liệt thờ ở đền Hiền Lương.
pair_2671		Trần Văn Thành: người huyện Phú Vang, đầu đời Trung Hưng làm Phó Vệ uý vệ Toàn võ.
pair_2672		Năm Tân Dậu, theo Lê Văn Duyệt đi cứu viện Bình Định, đóng quân ở Thanh Hảo thi mắc bệnh chết, được tặng chức Chánh vệ uý, liệt thờ ở đền Hiển Trung.
pair_2673		Trần Ngọc Dao: người huyện Phú Vang, lưu ngụ ở Quảng Nam, đỗ phó bảng.
pair_2674		Đời Minh Mệnh, từng làm Án sát hai tỉnh Hà Tĩnh, Nghệ An, vì xét hình ngục trôi chảy nên thăng Bố chính, lãnh Tuần 278 nhatthongchiT1ch.pdf phủ hai tinh Hưng Yên, Lạng Son.
pair_2675		Đầu đời Thiệu Trị triệu về, làm sung biện Nội các, thăng Hữu Tham trị Binh bộ lãnh Tuần phú Định Tường rồi chết.
pair_2676		Dương Văn Thuận: người huyện Phú Vang, làm Phó Quản cơ.
pair_2677		Năm Thiệu Trị thứ 1, đi dẹp giặc Man ở đồn Châu Nham, trấn Hà Tiên thì bị chết trận, được tặng chức Cấm binh Phó Vệ uý.
pair_2678		Lại người cùng huyện là Quản cơ Dương Đức Quang, Cai đội Bạch Doãn Du, Tri châu Quan Hoá Tô Danh Cận, Tư vụ Nguyễn Văn Bá, Thự Tri huyện Luân Trung Trấn Tây Trương Công Nhượng, đều lần lượt chết trận, đều liệt thờ ở đền Trung Nghĩa.
pair_2679		Nguyễn Đạc: người huyện Phú Vang, Thự Chudng vệ, lãnh chức Lãnh binh Lạng Sơn.
pair_2680		Năm Tự Đức thứ 4, đi đẹp giặc Thanh ở Thiết Sơn, bị chết trận, được tặng chức Chưởng vệ.
pair_2681		Lại người cùng viện là Phó Quản cơ Hoàng Hữu Điều làm Cai đội, Nguyễn Văn Khoa đều chết trận, đều liệt thờ ở đền Trung Nghĩa.
pair_2682		Hoàng Văn Diễn: người huyện Phú Lộc, lúc nhỏ vào học ở Gia Định, năm Tần Hợi đi thi trúng tuyển, được bổ Thị Thư viện.
pair_2683		Đầu đời Gia Long làm Hiệp trấn Thanh Hoa, vì có tội nên mất chức.
pair_2684		Đầu đời Minh Mệnh được khởi phục làm Lang trung Nội vụ phủ, sung sứ bộ sang Xiém La.
pair_2685		Khi trở về 279 dainamnhatthongchiT1le.pdf thăng dần đến Thượng thư Lại bộ, vì có lỗi nên bị giáng xuống làm Thị lang sung làm sư day bảo các hoàng tử nhỏ tuổi.
pair_2686		Đầu đời Thiệu Trị về trí sĩ.
pair_2687		Diễn làm quan thanh bạch, không ai dám thỉnh thác vì tư tình, nên khi về hưu nhà rất nghèo.
pair_2688		Đầu đời Tự Đức, viên Kinh doãn Võ Trọng Bình tâu lên, vua hạ chiếu cấp cho 8 mẫu ruộng làm thế nghiệp, lại cấp cho tiền để làm mhà mới, rồi chết, năm Tự Đức thứ 11 hệt thờ ở đền Hiền Lương.
pair_2689		Nguyễn Văn Chính: người huyện Phú Lộc, Thự Phó quản cơ ở Tiền dinh An Định.
pair_2690		Năm Thiệu Trị thứ 6, dep giặc ở Ba Xuyên bị chết trận, được tặng Phó Quản cơ, liệt thờ ở đền Trung N ghĩa.
pair_2691		Nguyễn Quang Tiền: người huyện Quảng Điền, đời Thế Tông làm Hàn Lâm viện.
pair_2692		Quang Tiền học rộng hay thơ, các văn thư trao đổi về việc bang giao đều do tay thảo, sau có tội nên bị mất chức.
pair_2693		Đến lúc Duệ Tông nối ngôi, được khởi phục chức cũ rồi chết.
pair_2694		Tiền lại giỏi thiên văn, lúc ấy sao Chổi xuất hiện, Quang Tiền chỉ mà bảo mọi người rằng, trong 4, 5 năm nữa Quảng Nam sẽ có binh nổi, sau quả nhiên như thế.
pair_2695		Nguyễn Văn Hiền: người huyện Quảng Điền, lưu ngụ ở Gia Định, làm Cai cơ, quần tiên phong thủy đạo.
pair_2696		Năm Ất Mùi, đánh nhau với quân Tây Sơn ở 280 nhatthongchiT1ch.pdf hon Tam Son dinh Binh Hoa thi bi chết trận, được tặng chức Chưởng cơ.
pair_2697		Năm Gia Long thứ 9, liệt thờ Ở đền Hiển Trung và miếu Trung tiết công thần.
pair_2698		Nguyễn Văn Thành: con của Cai cơ Nguyễn Văn Hiển.
pair_2699		Đầu đời Trung Hưng có công theo di Vọng Các, làm đến Hiệu uý Tiền chi, có mưu lược, lập nhiều chiến công, nên được thăng Tiên phong dinh Binh Tây tiền tướng quân, lại thăng Chưởng tiền quân dinh.
pair_2700		Lúc Thế Tổ thân thông suốt thủy sư đánh lấy Phú Xuân, Thành ở lại đóng ở Thị Dã, cầm cự với tướng giặc là Trần Quang Diệu, lập được công lớn, phong Bình Tây Đại tướng quân, tước Quận công.
pair_2701		Năm Nhâm Tuất bổ ra Tổng trấn Bắc Thành.
pair_2702		Năm thứ 8 triệu về làm Chưởng Trung quân, sau vì vụ án của con là Thuyên phát giác, Văn Thành phải uống thuốc độc chết.
pair_2703		Năm Tự Đức thứ 21 có chiếu trả lại quan chức.
pair_2704		Nguyễn Đô: người huyện Quảng Điền có công theo đi Vọng Các, làm Tuyên uý Thị giảng, hành Lễ bộ sự, thăng Hộ bộ, sung Giảng quan ở Đông cung.
pair_2705		Lúc chết được tặng Thượng thư Lễ bộ, liệt thờ ở miếu Trung Hưng công thần.
pair_2706		| Nguyễn Đình Đức: người huyện Quảng Điền, đầu đời Trung Hưng thi đậu nên được bổ Cống sĩ viện, thăng Tham luận vệ Hùng võ, sau ra làm Ký 281 dainamnhatthongchiT1le.pdf lục Trấn Biên.
pair_2707		Năm Tân Dậu, đổi Cai bạ Quảng Đức, thăng Tả Tham tri Hộ bộ.
pair_2708		Lúc chết được tặng chức Tham chính, năm Tự Đức thứ 5, liệt thờ ở miếu Trung Hưng công thần.
pair_2709		Lương Tiến Tường: người huyện Quảng Điền, lưu ngụ Gia Định.
pair_2710		Đầu đời Trung Hưng làm Hàn Lâm viện Thị thư, có tài biện sự nên làm đến Cai bạ Quảng Bình.
pair_2711		Đầu đời Minh Mệnh triệu về, thăng dần đến Hữu Tham tri Hộ bộ, lại thăng Thượng thư, lúc chết được tặng chức Hiệp biện Đại học sĩ.
pair_2712		Thân Văn Quyến: người huyện Quảng Điền, nổi tiếng văn học.
pair_2713		Đầu đời Minh Mệnh, cất bổ Giáo thụ phủ Thăng Bình, sau triệu về bổ Hàn Lâm viện Thị giảng, sung biện công việc Nội các, thăng Hữu Thị lang Hộ bộ.
pair_2714		Vì tâu việc trái ý vua, nên bị bắt giam ở ngục Thừa Thiên, sau được tha ra phái đi Tây dương lập công chuộc tôi.
pair_2715		Khi trở về được khởi phục, làm đến Bố chính Định Tường, rồi chết.
pair_2716		Con là Văn Duy có tài biện sự, đỗ Hương cống.
pair_2717		Đầu đời Gia Long, làm đến Hữu Thị lang Binh bộ sung Kinh lược phó sứ Nam Định, thăng Hiệp trấn Thanh Hoá rồi chết.
pair_2718		Văn Duy làm quan thanh liêm, cẩn thận, người ta đều thương tiếc.
pair_2719		Đoàn Văn Phú: người huyện Quảng Điền, do lại điển xuất thân.
pair_2720		Trong đời Minh Mệnh, làm Tả Thị lang Công bộ, sau bổ ra Tổng đốc Long - Tường, 282 nhatthongchiT1ch.pdf làm quan thanh liêm, xử trí công việc nhanh chóng, đến đâu cũng có tiếng tốt.
pair_2721		Năm thứ 21, mắc bệnh chết tại chức, tặng chức Hiệp biện Đại học si.
pair_2722		Năm Tự Đức thứ 21, liệt thờ ở đền Hiền Lương.
pair_2723		Đặng Văn Thêm: trước tên là Hòa, người huyện Quảng Điền, đỗ Hương cống đời Gia Long, bổ Cống sĩ viện, từng thăng Tổng đốc Định - An, Ha Ninh, ình-Phú và Định-Biên, lại thăng Hiệp biên Đại học sĩ, gia hàm Thiếu bảo.
pair_2724		Năm Tự Đức thứ 6, triệu về lãnh Thượng thư Hình bộ, được ítlâu thăng Thự Văn Minh điên Đại học sĩ, đổi lãnh Thượng thư Hộ bộ, rồi chết.
pair_2725		Văn Thiêm thành thật, hiểu nhiều chính sự khoan hồng bình dị, lúc chết người ta đều thương tiếc.
pair_2726		Năm Tự Đức thứ 11 liệt thờ ở đền Hiền Lương.
pair_2727		Lê Văn Phú: người huyện Quảng Điền, năm Tân Dâu, quy thuận.
pair_2728		Đầu đời Gia Long bổ Chánh đội trưởng đội Thượng Trà, đời Minh Mệnh, thăng dần đến Chưởng cơ.
pair_2729		Đầu đời Thiệu Trị, thăng Thự Thống chế dinh Thần cơ, năm thứ 2, sung Tham tán đại thần đi Nam Kỳ dự công việc binh nhung, sau lãnh Tổng đốc Định-Biên.
pair_2730		Năm thứ 5 sung Tổng thống, đi quân thứ Vĩnh Long bắt giặc.
pair_2731		Năm thứ 7 triệu về, trao chức Đô thống Kinh kỳ thủy sư, phong Vĩnh Trung nam.
pair_2732		Đầu đời Tự Đức trải lãnh Tổng đốc Hà-Ninh, An-Tĩnh và Dinh-An rồi chết.
pair_2733		Năm thứ 11 liệt thờ ở đền Hiền Lương.
pair_2734		283 dainamnhatthongchiT1le.pdf Lê Phúc Sơn: người huyện Quảng Điền, làm Phó Lãnh binh trấn Nam Định.
pair_2735		Năm Minh Mệnh thứ 15 đi dẹp giặc ở phố Bắc Nẫm, trấn Thái Nguyên thì bị chết trận, tặng chức Vệ uý.
pair_2736		Lại người cùng huyện là Thự Vệ uý Hồ Viết Tư, Phó Vệ uý Tả dực dinh Vũ Lâm Đoàn Văn Ngạch, Phó Quản cơ cơ Hữu tiệp trấn Nam Định Đoàn Viết Cải, Cai đội Hồ Viết Lăng, Nguyễn Văn Chit, Lê Văn Quynh, Lê Văn Bạch, Trần Công Sinh, Tứ đẳng Thị vệ Nguyễn Văn Trung, Thành thủ uý sung Hiệp quản Hữu cơ trấn Bình Thuận Nguyễn Lệ, đều lần lượt chết trận.
pair_2737		Năm Tự Đức thứ 11 đều liệt thờ ở đền Trung Nghĩa.
pair_2738		Nguyễn Văn Khiêm: người huyện Phong Lộc có công theo đi Vọng Các, thăng dần đến Thị trung Đô thống chế.
pair_2739		Khiêm thống xuất quần Cấm vệ lâu năm, giữ mình thuần cẩn, nên càng được vua thân tín.
pair_2740		Khi chết được tặng chức Thiếu bảo Quận công, liệt thờ ở miếu Trung Hưng công thần.
pair_2741		Nguyễn Đình Thạch: người huyện Phong Lộc, có công theo đi Vọng Các, làm Cai đội coi binh Tân thuyền.
pair_2742		Năm Canh Thân chết, tặng chức Cai cơ, liệt thờ ở đền Hiển Trung và miếu Trung Hưng công thần.
pair_2743		Nguyễn Lương Nhàn: người huyện Phong Lộc, năm Tân Dậu quy thuận, năm Gia Long thứ 10 bổ Tiểu sai đội trưởng.
pair_2744		Đầu đời Minh Mệnh thăng Cai 284 nhatthongchiT1ch.pdf đội, phái đi Trấn Tây bắt giặc Xiêm có công, được thăng Phó Vệ uý.
pair_2745		Năm thứ 16 phá thành Phan An, Lương Nhàn trèo lên thành trước mọi người, lại đi Thanh Hoa bắt giặc được thắng lợi nên được thăng Lãnh binh Quảng Bình và Thanh Hoa.
pair_2746		Đời Thiệu Trị bổ Lãnh binh An Giang, thăng Đề đốc, sau triệu về bổ Thống chế hai dinh Tién-Phong va Vũ Lâm.
pair_2747		Năm thứ 7, thăng Hữu quân Đô thống phủ Đô thống, lãnh Tổng đốc Nam Ngãi.
pair_2748		Đầu đời Tự Đức chết khi đang tại chức, năm thứ 11, liệt thờ ở đền Hiền Lương.
pair_2749		Hoàng Phúc San: (Lợi?
pair_2750		): người huyện Phong Lộc, làm Lãnh binh thành Trấn Tây.
pair_2751		Năm Thiệu Trị thứ 1 dẹp giặc xiêm ở Ba Xuyên bị chết trận, nên được gia tặng Anh dũng tướng quân.
pair_2752		Lại người cùng huyện là Phó Vệ uý Trương Văn Phương, Thự Phó vệ uý Ngô Doãn Phú, Đội trưởng bang biện Phó Quản cơ cơ Định hậu Hoàng Hữu Số, Cai đội Nguyễn Đắc Trên và Trương Tử Dĩ, Tư vụ sung biện Tri huyện Bình Xiêm Hoàng Công Hiền, đều lần lượt chết trận, đều liệt thờ ở đền Trung Nghĩa.
pair_2753		Vũ Văn Thường: người huyện Phong Lộc, làm Phó Lãnh binh An Giang.
pair_2754		Năm Minh Mệnh thứ 14, nghịch Khôi làm loạn trong trận Long Hồ, Thường bị thương nên bị giặc bắt, giặc dụ hàng nhưng không chịu khuất phục.
pair_2755		Thường nhịn ăn rồi chết, được tặng chức Vệ uý, liệt thờ ở đền Trung Nghĩa.
pair_2756		285 dainamnhatthongchiT1le.pdf Trần Đình An: người huyện Minh Linh, làm Tham chính chánh đoán sự, Đông Triều hầu.
pair_2757		Ấn trải thờ bốn triều, quốc kế binh mưu giúp sức được nhiều, năm 80 tuổi trí sĩ, chết ở nhà, được gia tặng hàm Đại lý tự khanh: Con trưởng là Trần Đình Khánh được tập ấm bổ văn chức ở Chính dinh, Khánh giỏi về từ hàn, đời Hiển Tông, thăng Cai bạ Quảng Nam, rất có tiếng về chính sự, lúc chết được tặng Thái thường tự khanh.
pair_2758		Con thứ là Đình Thuận làm Cai bạ phó đoán sự.
pair_2759		Chấu là Đình Hi làm Cai bạ Bình Thuận, sau vua Thế Tông triệu về, thăng Cai bạ Chính dinh đi tuần xét quan lại các huyện, lúc trở về được thăng Hộ bộ kiêm Binh bộ rồi chết.
pair_2760		Lê Khánh Trinh: người huyện Minh Linh, đỗ cứ nhân đời Minh Mệnh, làm Hàn Lâm viện Thị giảng, sung Nội các, thăng Thị lang Hộ bộ, sau ra làm Bố chánh Gia Định.
pair_2761		Đầu đời Thiệu Trị triệu về, thăng Tham tri Binh bộ rồi chết.
pair_2762		| Phan Văn Song: người huyện Minh Linh, 1am Vệ ny Vũ Lâm.
pair_2763		Năm Minh Mệnh thứ 14, trong trận đánh nguy Khôi ở thành Phan An thì bị chết trận, tặng chức Chưởng cơ.
pair_2764		Lại người cùng huyện là Thự Phó vệ uy Võ diệu Lê Đình Cầm, Cai đội Nguyễn Hữu Hiệu đều lần lượt chết trận, đều liệt thờ ở đền Trung Nghĩa.
pair_2765		286 nhatthongchiT1ch.pdf Đỗ Văn Hodng: lại có tên là Diên, người huyện Đăng Xương, làm quan đời Duệ Tông.
pair_2766		Năm Quý Ty thứ 8, Nguyễn Văn Nhạc cướp phá Quảng Nam, Quảng Ngãi, Duệ Tông hạ lệnh cho Nguyễn Cửu Thống đem quân đi đánh, cử Đỗ Văn Hoảng làm Tán lý, Hoảng bại binh bị chết.
pair_2767		Năm Gia Long thứ 9, liệt thờ ở đền Hiển Trung và miếu Trung Hưng công thần.
pair_2768		Vũ Văn An: người huyện Đăng Xương, đầu đời Trung Hưng làm Cai cơ dinh Tiền quân.
pair_2769		Năm Giáp Dẫn theo đi đánh giặc ở cửa biển Thi Nại, bị chết trận, tặng chức Cai cơ.
pair_2770		Lại người cùng huyện là Hồ Công Siêu hồi đầu đời Trung Hưng làm-Khâm sai Tham tán.
pair_2771		Năm Quý Mão theo Tôn Thất Dụ vào cứu viện Gia Định, đánh giặc ở cầu Tham Lương, bị chết trận, được tặng chức Tham khám.
pair_2772		Phó Vệ úy vệ Uy võ Trần Văn Di hồi đầu đời Trung Hưng theo đi đánh giặc, bị chết trận, tặng chức Vệ uý.
pair_2773		Cai đội Nguyễn Hữu Khoáng, năm Quý Mão đánh giặc tại Khố Sơn, bị chết trận, tặng chức Cai cơ.
pair_2774		An, Di, Khoáng đều liệt thd ở miếu Trung Hưng công thần; An, Khoáng và Siêu đều thờ ở miếu Hiển Trung.
pair_2775		Phan Văn Thuý: người huyện Đăng Xương, đầu đời Trung Hưng quy thuận và theo quân, làm Về uý vệ Hổ uy.
pair_2776		Đời Gia Long bổ ra Trấn thủ Quảng Bình, vì có tội biếm xuống Cai cơ.
pair_2777		Đầu đời Minh Mệnh thăng Chưởng cơ, lại thăng Nội thị 287 dainamnhatthongchiT1le.pdf Long võ dinh Đô thống chế.
pair_2778		Năm thứ 8 sung Kinh lược biên vụ Nghệ An, rồi lãnh Phó Tổng trấn Bắc Thành.
pair_2779		Sau triệu về, thăng Hậu quân Đô thống phủ Chưởng phủ sự, phong Chương nghĩa hầu.
pair_2780		Lúc Lê Văn Khôi chiếm cứ Phan An làm loạn, vua trao cho chức Thảo nghịch Hữu Tướng quân đem quân tiến đánh ở Biên Long, phá tan được giặc, rồi bệnh mất, được gia tặng hàm Thiếu bảo.
pair_2781		Nguyễn Tăng Địch: người huyện Đăng Xương, lưu ngụ ở Gia Định.
pair_2782		Năm Tân Hợi thi đậu bổ Cống sĩ viện, sau đổi làm Tham luận Tuyển phong.
pair_2783		Đầu đời Gia Long thăng dần đến Hiệp trấn Thanh Hoa, đổi Ký lục Bình Định, sau triệu về, thăng Hữu Tham tri Binh bộ.
pair_2784		Đầu đời Minh Mệnh thăng Thự Thượng thư Công bộ rồi chết.
pair_2785		"Nguyên Hoàng: người huyện Đăng Xương, năm Minh Mệnh thứ 7, được ghi tên vào sổ Anh danh, ""thăng Đội trưởng, rồi thăng dần đến Phó Vệ uy vệ Kỳ võ, đi Trấn Tây bắt giặc."
pair_2786		Đầu đời Thiệu Trị, có công đánh các xứ Sơn Tĩnh, Ô Môn và Trà Vinh, thăng Lãnh binh hai tỉnh Vĩnh Long, An Giang, lại thăng Chưởng vệ.
pair_2787		Năm thứ 5, quản binh thuyền đi đường Tiền Giang dẹp giặc đại thắng, lại đánh tan xích sắt ngăn sông, dẹp yên Trấn Tây nên được thăng Đề đốc, được ban cho bài vàng “An Tây tuấn kiện tướng”.
pair_2788		Sau triệu về trao chức Thống chế dinh Tiền Phong, 288 nhatthongchiT1ch.pdf phong Võ Xá tử.
pair_2789		Đầu đời Tự Đức, bổ đi Tổng đốc Định-Biên, khắc tên vào bia Võ Công, rồi đổi Tổng đốc Long-Tường, sau triệu về bổ Đô thống Hữu quân.
pair_2790		Năm thứ 9 chết, tặng chức Đô thống phủ Đô thống Chướng phủ sự, liệt thờ ở miếu Hiền Lương.
pair_2791		Lê Mậu Cúc: người huyện Đăng Xương, Trấn thủ Nam Định.
pair_2792		Năm Minh Mệnh thứ 7, Phan Bá Vành nổi loạn, Cúc đem quân tiễu bắt, bị chết trận, tặng chức Thống chế.
pair_2793		Năm Tự Đức thứ 11 liệt thờ ở đầu tả ban đền Trung Nghĩa.
pair_2794		Lại người cùng huyện là Phó Vệ uý vệ Trang võ Phạm Văn Toản, Phó Vệ uý vệ Cẩm y Hoàng Văn Quý, Cai đội Nguyễn Văn Hòa, Hồ Văn Vạn, Mai Văn Biên, Nguyễn Văn Phú, Thành thủ uý sung hiệp Quần cơ Tĩnh man Dương Phúc Tứ đều lần lượt chết trận.
pair_2795		Án sát Thái Nguyên Nguyén Muu, năm Minh Mệnh thứ 15 đi dẹp giặc ở châu Bạch : Thông, thất lợi nên bị bắt, lúc ở trong giặc, Mưu bí mật sai Đội trưởng Trần Văn Kha đem thư mật báo quan quân đánh úp, việc tiết lộ nên bị giặc giết Năm Tự Đức thứ 11 đều liệt thờ ở đền Trung Nghĩa.
pair_2796		Nguyễn Công Tiệp: người huyện Hải Lăng, năm Tân Dậu quy thuận, thăng dần đến Tham tri Hộ bộ, lãnh Hộ tào Bắc Thành.
pair_2797		Sau triệu về làm Tả Tham tri Binh bộ, vì có tội bị biếm xuống làm Lang trung, sau lại thăng Hữu Thị lang Bình bộ, biện lý Binh Tào Gia Định, lúc chết được tặng chức Tham tri Binh 289 dainamnhatthongchiT1le.pdf bộ.
pair_2798		Tiệp am hiểu điển cố, từng soạn sách ST hoạn tu trí lực lưu hành.
pair_2799		Nguyễn Hữu Gia: người huyện Hải Lăng, là con Hiệp biện Đại học sĩ Nguyễn Hữu Thận, đỗ cử nhân.
pair_2800		Khoảng đời Minh Mệnh, đầu bổ điển tịch, thăng dần đến Thị lang Binh bộ, ra lãnh Binh tào Bắc thành, có tội nên bị biếm xuống làm Án sát Tuyên Quang.
pair_2801		Em là Hữu Huyến cũng đỗ cử nhân làm Lang trung Lễ bộ, đời Tự Đức sung sứ bộ sang nước Thanh, về đến Ngô Châu thì chết, gia tặng hàm Thái bộc tự khanh.
pair_2802		Nguyễn Thừa Tự: người huyện Hải Lăng, đời Thế Tông làm Ký lục Quảng Nam, sau triệu về lãnh Hộ bộ và Binh bộ rồi chết, được tặng chức Tham chính.
pair_2803		Con là Thừa Diễn làm Ký lục Bình Thuận, đầu đời Trung Hưng theo đi Gia Định được trao chức Tham tấn, đóng giữ Cần Úc rồi chết.
pair_2804		Con Thừa Diễn là Thừa Ước, làm Khâm sai đốc chiến đánh giặc ở Gia Định bị chết trận.
pair_2805		Diễn, Ước đều liệt thờ ở đền Trung Tiết.
pair_2806		Lê Đại Nghĩa: người huyện Hải Lăng, tính cương trực, đầu đời Trung Hưng làm Hàn Lâm viện, từng theo đi đánh dẹp.
pair_2807		Đầu đời Gia Long ra làm Ký lục Quảng Trị, sau triệu về phụng triều thỉnh.
pair_2808		Đại Nghĩa từng chầu tiềm để, đầu đời Minh Mệnh trao cho chức Cần Chính điện Đại học sĩ, dạy bảo hoàng 290 nhatthongchiT1ch.pdf tử; về việc giảng day giúp ích khá nhiều.
pair_2809		Năm thứ hai thì chết được tặng chức Tham tri Binh hộ, đầu đời Thiệu Trị tặng Thượng thư Lễ bộ.
pair_2810		Năm Tự Đức thứ 11, liệt thờ ở đền Hiền Lương.
pair_2811		Con là Hữu Bản, cũng cương trực như tính cha.
pair_2812		Đời Minh Mệnh do ấm sinh, thăng dần đến Lang trung Hộ bộ, có tội nên bị mất chức, sau được khởi phục thăng dần đến Bố chánh Định Tường rồi chết khi còn tại chức.
pair_2813		Nguyễn Đức Hoạt: người huyện Hải Lăng, đỗ cử nhân đời Minh Mệnh, làm đến Nội các Thừa chỉ, sau đi sứ nước Thanh về, được thăng Bố chánh Nghệ An.
pair_2814		Đầu đời Thiệu Trị làm Hữu Tham tri Lại bộ, lại sung chánh sứ sang nước Thanh, khi trở về được thăng Thượng thư Lại bộ, ra làm Tổng đốc Định Biên, rồi chết tại chức.
pair_2815		Trần Tuyên: người huyện Hải Lăng, đời Minh Mệnh làm Bố chánh Vĩnh Long.
pair_2816		Đầu đời Thiệu Trị đi dẹp giặc nhưng thua nên bị giết.
pair_2817		Đời Tự Đức liệt thờ ở đền Trung Nghĩa, sau tỏ dấu vết linh ứng có sắc cho dựng đền riêng.
pair_2818		Lại người cùng huyện có thí sai Phó quần cơ Phan Đắc Cường, Phó quản cơ Lê Văn Tứ, Cai đội Trần Văn Giai và người huyện Địa Linh; An Giang là Phó quần cơ Nguyễn Văn Loan, thí sai Phó quản cơ Nguyễn Hữu Tăng, Cai đội Phạm Văn Tình đều lần lượt chết trận, đều liệt thờ ở đền Trung Nghĩa.
pair_2819		291 dainamnhatthongchiT1le.pdf LIET NU NGƯỜI CHIEM THÀNH My Ê trinh phu nhân: là vợ chúa Chiêm Thành Sạ Đẩu.
pair_2820		Lý Thái Tông thân đi đánh Chiêm Thành, Sạ Đẩu chống cự, bày trận ở bên sông Bố Chính.
pair_2821		Quách Gia Di xông trận chém được Sa Đẩu, rồi kéo quân vào thành Phật Thệ, bắt thê thiếp của Sạ Đẩu.
pair_2822		Khi về đến Hoàng Giang, phu nhân nghe sứ của vua triệu đến hầu thuyền ngự, bèn nhảy xuống sông tự tử, người trong nước cho là có nghĩa nên lập đền thờ.
pair_2823		Về sau Thái Tông đi ra Ly Nhân, thuyền ngự theo ven sông thấy bờ có đền, lấy làm lạ bèn hỏi bầy tôi tả hữu đem việc ấy tâu bày, vua thương xót, sai quan tế phong Hiệp chính nương.
pair_2824		Trương Tiết Phụ: (không rõ tên), tiên tổ là người Chiết Giang (Trung Quốc) đã nhiều đời ở Chiêm Thành.
pair_2825		Lúc 17 tuổi lấy chồng là người họ Từ, phụng dưỡng mẹ chồng rất hiếu thảo.
pair_2826		Bấy giờ biên giới có biến động chồng phải theo quân đi đánh thì bị chết trận ở giữa biển, thị được tin gào khóc thảm thiết, đến bờ biển tìm được xác chồng đem về chôn ở cạnh mộ tổ, nuôi dưỡng con côi, suốt đời không cải giá, người ta khen là trinh tiết, Thạch Liêm thiền sư có làm thơ khen.
pair_2827		292 nhatthongchiT1ch.pdf POI NGUYEN Nguyễn Thị Ngữ: tiên tổ là người Quảng Binh sau dời đến ở xã Xước Dụ huyện Hương Trà.
pair_2828		Thị là vợ Thượng thư bộ Lễ Đặng Đức Siêu.
pair_2829		Tây Sơn nổi loạn, Siêu lén vào Gia Định, thị ở nhà nuôi con giữ tiết, tư đồ giặc là Vũ Văn Dũng muốn lấy, thị không chịu.
pair_2830		Dũng cũng không cưỡng.
pair_2831		Sau Siêu trở về rồi chết vào năm Gia Long thứ 9, thị làm ma đủ nghi lễ rồi ở goá đến già.
pair_2832		Năm Minh Mệnh thứ 8, có sắc ban biển ngạch khắc bốn chữ “Đổng quần phương tiêu ”(D và cho dựng đình treo biển để biểu dương.
pair_2833		Thị thọ 82 tuổi, chết năm Thiệu Trị thứ 2, vua ban cho gấm đoạn vải lụa và tiền để trị tang.
pair_2834		Nguyễn Thị Chính: người huyện Hương Trà, năm 18 tuổi, lấy người cùng làng là Lê Tân, sinh một trai một gái.
pair_2835		Lê Tân chết còn mẹ già, thị thờ mẹ chồng, nuôi con bé, khổ hạnh hơn 40 năm.
pair_2836		Năm Minh Mệnh thứ 8 được biểu dương.
pair_2837		Nguyễn Thị Luyện: người huyện Hương Trà, năm 22 tuổi, chồng là Nguyễn Sinh chết, không có con, thị giữ trinh tiết 46 năm.
pair_2838		Năm Minh Mệnh thứ 8, được biểu dương.
pair_2839		(1) Đổng quản: quản bút đỏ, đời xưa phụ nữ dùng để ghi chép những lời khuyên răn.
pair_2840		Bốn chữ này nghĩa là làm tiêu biểu dấu thơm của người phụ nữ.
pair_2841		293 dainamnhatthongchiT1le.pdf Nguyễn Thị Xuân: người huyện Quảng Điền, chồng là Hoàng Hòa, làm Đội trưởng.
pair_2842		Năm Canh Thân, đầu đời Trung Hưng, Hòa theo đi đánh giặc bị chết trận, lúc ấy thị Xuân 26 tuổi, ở goá nuôi mẹ chồng, lúc mẹ chồng chết, ma chay đủ lễ nghĩ, giữ tiết nghĩa 27 năm rồi chết.
pair_2843		Năm Minh Mệnh thứ 8 được biểu dương.
pair_2844		| | Đỗ Thi Tuyết: người huyện Đăng Xương, lấy chồng người cùng làng là Ngô Văn Thuỳ, mới một tháng thì Thuỳ chết.
pair_2845		Lúc ấy thị 20 tuổi, không có con, nhiều người muốn lấy, cha mẹ chồng khuyên thị cải giá, thị thề giữ tiết đến chết.
pair_2846		Khi cha mẹ chồng chết, thị làm ma chay đủ lễ nghi, người ta đều khen là người hiếu.
pair_2847		Năm Minh Mệnh thứ 17 được biểu dương.
pair_2848		TANG Ta Nguyên Thiéu: tự là Hoán Bich, tiên tổ là người Triều Châu tỉnh Quảng Đông (Trung Quốc), năm 19 tuổi xuất gia ở chùa Báo Tư.
pair_2849		Năm Ất Ty, Thái Tông thứ 17 sang phương Nam, treo tích trượng ở phủ Quy Ninh, dựng ngôi chùa Thập Thấp, Di Đà.
pair_2850		Sau đến núi Phú Xuân ở Thuận Hoá dựng chùa Quốc Ân và xây tháp Phổ Đồng.
pair_2851		Lại vâng mệnh của Anh Tông sang phương Đông tìm cao tăng, tìm được Thạch Liêm hòa thượng về trụ trì chùa Hà Trung.
pair_2852		Lúc mắc bệnh, có làm bài kệ rằng: 294 nhatthongchiT1ch.pdf Tịch tịch kính vô trầm, - Minh mình châu bất dung.
pair_2853		Đường đường vật phi vdt, Liéu liéu khong phi khong.
pair_2854		(Ling lẽ như gương không bụi, Sáng suốt như ngọc không hình.
